CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI01749-2014;FACULDADE DE ODONTOLOGIA;INFLUÊNCIA DAS CONDUTAS CLÍNICAS SOBRE O ESTADO DE CONSERVAÇÃO DOS INSTRUMENTOS CORTANTES ROTATÓRIOS;Ciências da Saúde - Odontologia - Clínica Odontológica;Com Programa de Pós-graduação da UFG;não;sim;AMANDA PEDROSA OLIVEIRA (DISCENTE - Colaborador), FRANCISCO ANTONIO UCHOA JUNIOR (DISCENTE - Colaborador), GERSINEI CARLOS DE FREITAS (DOCENTE - Vice-coodernador), LAWRENCE GONZAGA LOPES (DOCENTE - Colaborador), TEREZINHA DE JESUS ESTEVES BARATA (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;18/09/2017;01/04/2014 a 31/12/2016;
PV0434-2014;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;Dinâmica de crescimento de eucalipto clonal sob diferentes espaçamentos;Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Manejo Florestal - Dendrometria e Inventário Florestal;Com Grupo de Pesquisa;não;não;EDMILSON SANTOS CRUZ (DOCENTE - Colaborador), INGRID MARTINS SOARES (DISCENTE - Colaborador), THELMA SHIRLEN SOARES (DOCENTE - Coordenador), VITOR MOREIRA GUIMARAES (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);22/03/2017;01/11/2014 a 31/07/2019;
PI0416-2014;FACULDADE DE HISTORIA;RACIONALIDADE MACUNAÍMICA: UMA HISTÓRIA DA SOCIODICÉIA DA MODERNIZAÇÃO BRASILEIRA;Ciências Humanas - História - História do Brasil;Sem Vínculo (Projeto Isolado);não;não;DOUGLAS DA SILVA DE LIMA (DISCENTE - Colaborador), IURY ERCOLANI MORAES (DISCENTE - Colaborador), RAFAEL GOMES NOGUEIRA PEREIRA (DISCENTE - Colaborador), RHUAN RHERISSON SANTOS BORBOREMA (DISCENTE - Colaborador), ULISSES DO VALLE (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);21/03/2017;06/08/2014 a 06/08/2019;
PI0181-2014;UNID. ACAD. ESP/LETRAS E LINGUISTICA C;FIGURAÇÕES CONTEMPORÂNEAS DO ENVELHECIMENTO E DA VELHICE EM REPRESENTAÇÕES LITERÁRIAS;Ciências da Saúde - Saúde Coletiva - Saúde Pública, Ciências Humanas - Educação - Planejamento e Avaliação Educacional, Lingüística, Letras e Artes - Letras - Literatura Brasileira;Sem Vínculo (Projeto Isolado);não;não;LILIAN MARCIA FERREIRA DA SILVA (EXTERNO - Colaborador), MILENA PIRES RIBEIRO (DISCENTE - Colaborador), REGINA LOURENÇO DA SILVA CASTRO (DISCENTE - Colaborador), RITA DE CASSIA DUARTE SILVA (DISCENTE - Colaborador), ULYSSES ROCHA FILHO (DOCENTE - Coordenador), WALISSON HENRIQUE COELHO BORGES (DISCENTE - Colaborador);EM ANDAMENTO;03/03/2017;08/05/2014 a 31/12/2020;
PI0498-2014;INSTITUTO DE INFORMATICA;Soluções Tecnológicas para Desenvolvimento de Redes 5G (Fifth Generation Network) no contexto de cenários extremamente densos e heterogêneos. (WiSEED);Ciências Exatas e da Terra - Ciência da Computação - Sistemas de Computação - Teleinformática;Com Programa de Pós-graduação da UFG;não;não;ANTONIO CARLOS DE OLIVEIRA JUNIOR (DOCENTE - Colaborador), BRUNO OLIVEIRA SILVESTRE (DOCENTE - Colaborador), FAUSTO DA SILVA MORAES (DISCENTE - Colaborador), FLAVIO HENRIQUE TELES VIEIRA (DOCENTE - Colaborador), HITALLO GUERRA ALVES DOS SANTOS (DISCENTE - Colaborador), KLEBER VIEIRA CARDOSO (DOCENTE - Colaborador), LEIZER DE LIMA PINTO (DOCENTE - Colaborador), MARCELO ALMEIDA SILVA (DISCENTE - Colaborador), MICAEL OLIVEIRA MASSULA CARVALHO DE MELLO (DISCENTE - Colaborador), VINICIUS DA CUNHA MARTINS BORGES (DOCENTE - Coordenador), VINÍCIUS GONÇALVES BRAGA (DISCENTE - Colaborador), VINÍCIUS NUNES MEDEIROS (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);27/03/2017;01/10/2014 a 31/10/2022;
PI01396-2014;INSTITUTO DE INFORMATICA;Soluções Tecnológicas para Desenvolvimento de Redes 5G (Fifth Generation Network) no contexto de cenários extremamente densos e heterogêneos. (WiSEED);Ciências Exatas e da Terra - Ciência da Computação - Sistemas de Computação - Teleinformática;Com Programa de Pós-graduação da UFG;não;não;VINICIUS DA CUNHA MARTINS BORGES (DOCENTE - Coordenador);EXCLUÍDO;23/02/2017;01/10/2014 a 01/10/2017;
PI02126-2014;FACULDADE DE ENFERMAGEM;Patient-Reported Outcome Measures que avaliam a qualidade de vida relacionada à saúde de pacientes com diagnóstico de síndrome coronariana aguda: uma revisão sistemática. ;Ciências da Saúde - Enfermagem - Enfermagem Médico-Cirúrgica;Com Programa de Pós-graduação da UFG;não;não;BÁRBARA RIBEIRO MIQUELIN BUENO (DISCENTE - Colaborador), CARLA DE PAULA BERNARDES (DISCENTE - Colaborador), FERNANDA ALVES FERREIRA GONÇALVES (DISCENTE - Colaborador), GABRIELA FERREIRA DE OLIVEIRA BUTRICO (DISCENTE - Colaborador), JACKELLINE EVELLIN MOREIRA DOS SANTOS (DISCENTE - Colaborador), JACQUELINE ANDREIA BERNARDES LEAO CORDEIRO (DOCENTE - Colaborador), KARINA SUZUKI (DOCENTE - Colaborador), KATARINNE LIMA MORAES (DISCENTE - Colaborador), LAIDILCE TELES ZATTA (DISCENTE - Colaborador), LIZETE MALAGONI DE ALMEIDA CAVALCANTE OLIVEIRA (DOCENTE - Colaborador), LUIZ ANTONIO BRASIL (DOCENTE - Colaborador), MARIA ALVES BARBOSA (DOCENTE - Colaborador), RAFAELA PERES BOAVENTURA (DISCENTE - Colaborador), RUTH MINAMISAVA (DOCENTE - Colaborador), VIRGINIA VISCONDE BRASIL (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);26/12/2017;03/03/2014 a 31/12/2022;
PV01645-2014;FACULDADE DE EDUCACAO; CRISE DA RAZÃO MODERNA  A UNIVERSIDADE E A FORMAÇÃO HUMANA EM QUESTÃO  ;Ciências Humanas - Educação - Fundamentos da Educação - Filosofia da Educação;Com Grupo de Pesquisa;não;não;WANDERLEY JOSE FERREIRA JUNIOR (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;30/07/2017;15/03/2014 a 31/12/2017;
PI01432-2014;PRÓ REITORIA DE PESQUISA E INOVAÇÃO;Contribuição aos estudos e à divulgação da Flora de Goiás e do Brasil   ;Ciências Biológicas - Botânica - Taxonomia Vegetal - Taxonomia de Criptógamos, Ciências Biológicas - Botânica - Taxonomia Vegetal - Taxonomia de Fanerógamos;Sem Vínculo (Projeto Isolado);não;não;LUZIA FRANCISCA DE SOUZA (DOCENTE - Coordenador);EXCLUÍDO;24/03/2017;02/01/2014 a 30/12/2020;
;UNID. ACAD. ESP/LETRAS E LINGUISTICA C;A FIGURA DO PROFESSOR NA LITERATURA BRASILEIRA  PRIMEIROS MOMENTOS;Lingüística, Letras e Artes - Letras - Língua Portuguesa;Sem Vínculo (Projeto Isolado);não;não;ULYSSES ROCHA FILHO (DOCENTE - Coordenador);EXCLUÍDO;04/03/2017;03/03/2014 a 31/03/2017;
PI0949-2013;FACULDADE DE LETRAS;MEDIAÇÃO E AFETIVIDADE: SIGNIFICAÇÕES NA FORMAÇÃO DE PROFESSORES;Ciências Humanas - Psicologia - Psicologia do Ensino e da Aprendizagem - Ensino e Aprendizagem na Sala de Aula;Sem Vínculo (Projeto Isolado);não;sim;ALBA CRISTHIANE SANTANA DA MATA (DOCENTE - Coordenador), BIANCA SILVEIRA AVILA (DISCENTE - Colaborador), DANILO LEITE BORGES (DISCENTE - Colaborador), GIOVANA ALVES DE OLIVEIRA (DISCENTE - Colaborador), NATHALYA LEMES DE FREITAS (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);16/04/2017;01/07/2013 a 31/12/2018;
PI01145-2013;FACULDADE DE FILOSOFIA;Contribuição do saber filosófico para o conceito de formação: Uma análise das licenciaturas da UFG no período de 2008-2012;Ciências Humanas - Filosofia - Ética;Sem Vínculo (Projeto Isolado);não;não;ALMIRO SCHULZ (DOCENTE - Coordenador), AMONE INACIA ALVES (DOCENTE - Vice-coodernador), RITA MARCIA MAGALHAES FURTADO (DOCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;18/04/2017;01/09/2013 a 28/10/2018;
PI01531-2013;FACULDADE DE ENFERMAGEM;EPIDEMIOLOGIA DOS ACIDENTES DE TRABALHO COM EXPOSIÇÃO   A MATERIAL BIOLÓGICO NO ESTADO DE GOIÁS: FASE 2.  ;Ciências da Saúde - Enfermagem - Enfermagem de Doenças Contagiosas;Com Grupo de Pesquisa;não;sim;ADENICIA CUSTODIA SILVA E SOUZA (DOCENTE - Colaborador), ANACLARA FERREIRA VEIGA TIPPLE (DOCENTE - Coordenador), AVILA CLÍCIA RIBEIRO COSTA (DISCENTE - Colaborador), CAMILA LUCAS DE SOUZA (DISCENTE - Colaborador), DULCELENE DE SOUSA MELO (DOCENTE - Colaborador), KATIANE MARTINS MENDONCA (DOCENTE - Colaborador), SUELY CUNHA ALBERNAZ SIRICO (DISCENTE - Colaborador), TATIANA LUCIANO SARDEIRO (DISCENTE - Colaborador), THAIS DE ARVELOS SALGADO (DISCENTE - Colaborador), ZILAH CANDIDA PEREIRA DAS NEVES (DISCENTE - Colaborador);EM ANDAMENTO;28/05/2017;01/01/2013 a 31/12/2020;
PI03512-2013;FACULDADE DE ENFERMAGEM;A higiene de mãos entre acadêmicos da área da saúde e profissionais da área da saúde  ;Ciências da Saúde - Enfermagem - Enfermagem de Saúde Pública;Tipo de vínculo desconhecido;não;sim;ANA CAROLINY FARIA ALVES (DISCENTE - Colaborador), ANACLARA FERREIRA VEIGA TIPPLE (DOCENTE - Coordenador), CRISTINA CÉLIA DE ALMEIDA PEREIRA SANTANA (SERVIDOR - Colaborador), DANIEL FERREIRA DE AQUINO MENDES (DISCENTE - Colaborador), DEBORA RODRIGUES DE SOUZA (DISCENTE - Colaborador), DULCELENE DE SOUSA MELO (DOCENTE - Colaborador), HELINY CARNEIRO CUNHA NEVES (DOCENTE - Colaborador), KATIANE MARTINS MENDONCA (DOCENTE - Colaborador), KEROLAYNE MARTINS SEVERO (DISCENTE - Colaborador), LUA DARC MACHADO DE SOUZA (DISCENTE - Colaborador), MARLICE MARIA GOMES DE CARVALHO RIBEIRO (SERVIDOR - Colaborador), MATEUS FRANCISCO CAETANO (DISCENTE - Colaborador), NICOLLY MENDONÇA DE FREITAS (DISCENTE - Colaborador), SERGIANE BISINOTO ALVES (EXTERNO - Colaborador), TAUANA DE SOUZA AMARAL (DISCENTE - Colaborador), ZILAH CANDIDA PEREIRA DAS NEVES (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);03/04/2019;01/01/2013 a 31/12/2021;
PI01584-2013;FACULDADE DE ENFERMAGEM;ANÁLISE DO SISTEMA DE UTILIZAÇÃO DE IMUNOBIOLÓGICOS EM UNIDADES DE SAÚDE DE GOIÁS  ;Ciências da Saúde - Enfermagem - Enfermagem de Saúde Pública;Com Programa de Pós-graduação da UFG;não;sim;ANA ELISA BAUER DE CAMARGO SILVA (DOCENTE - Coordenador), ANA LUCIA QUEIROZ BEZERRA (DOCENTE - Colaborador), JULIANA CARVALHO DE LIMA (DISCENTE - Colaborador), LUDMILA BASTOS MOCHIZUKI (DISCENTE - Colaborador), MAIANA REGINA GOMES DE SOUSA (DISCENTE - Colaborador), MARCELLA RARUMI SAGAWA (DISCENTE - Colaborador), POLYANA CRISTINA VILELA BRAGA (EXTERNO - Colaborador), RENATA ELIAS DA SILVA (DISCENTE - Colaborador), TÂNIA CRISTINA BARBOZA (DISCENTE - Colaborador), TANIELLY PAULA SOUSA (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;23/06/2017;01/01/2013 a 23/12/2018;
PI0218-2013;FACULDADE DE INFORMAÇÃO E COMUNICAÇÃO;Diagnóstico das Bibliotecas Escolares do Estado de Goiás e elaboração de proposta para criação da Rede Estadual de Bibliotecas Escolares;Ciências Sociais Aplicadas - Ciência da Informação - Biblioteconomia - Processos de Disseminação da Informação;Com Programa de Pós-graduação da UFG;não;sim;ALINE NOGUEIRA DA SILVA (SERVIDOR - Colaborador), ANDREA PEREIRA DOS SANTOS (DOCENTE - Coordenador), ELISÂNGELA GOMES (DOCENTE - Colaborador), ERINALDO DIAS VALERIO (DOCENTE - Colaborador), FREDERICO RAMOS OLIVEIRA (DOCENTE - Colaborador), GEISA MULLER DE CAMPOS RIBEIRO (DOCENTE - Colaborador), KEILA MATIDA DE MELO (DOCENTE - Colaborador), LETTÍCIA OLIVEIRA DE SOUSA (DISCENTE - Colaborador), MARIA DAS GRAÇAS MONTEIRO CASTRO (DOCENTE - Colaborador), MARIZANGELA GOMES DE MORAIS (DOCENTE - Colaborador), SABRINA DE MELO QUEIROZ LEPIZE (DISCENTE - Colaborador), SUELY HENRIQUE DE AQUINO GOMES (DOCENTE - Vice-coodernador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;14/03/2017;01/08/2013 a 31/12/2018;
PI0335-2013;FACULDADE DE LETRAS;Alternativas situadas para descolonização de práticas, ideologias e regimes de linguagem em contextos pós-coloniais interculturais;Lingüística, Letras e Artes - Lingüística - Lingüística Aplicada;Com Programa de Pós-graduação da UFG;não;não;ANDRE MARQUES DO NASCIMENTO (DOCENTE - Coordenador), DENISE PIMENTA DE OLIVEIRA (DISCENTE - Colaborador), JASMINNY RODRIGUES DA COSTA SANTOS (DISCENTE - Colaborador), NAIARA CRISTINA SANTOS DE SOUZA (DISCENTE - Colaborador);FINALIZADO;16/03/2017;16/01/2013 a 31/07/2018;
PI0140-2013;FACULDADE DE CIÊNCIAS E TECNOLOGIA;TRANSPORTE E DESENVOLVIMENTO ECONÔMICO;Engenharias - Engenharia de Transportes - Planejamento de Transportes;Sem Vínculo (Projeto Isolado);não;não;CRISTIANO FARIAS ALMEIDA (DOCENTE - Coordenador), DIVINO FERREIRA DOS ANJOS FILHO (DISCENTE - Colaborador), GABRIELA TEIXEIRA DE SOUSA ROSA (DISCENTE - Colaborador), HENRIQUE DE PAULA MARCELINO (DISCENTE - Colaborador), PAULO JUNIO MOURA ROSA (DISCENTE - Colaborador), TULE CESAR BARCELOS MAIA (DOCENTE - Colaborador), WILLER LUCIANO CARVALHO (DOCENTE - Colaborador), YAEKO YAMASHITA (EXTERNO - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;23/02/2017;15/12/2013 a 15/12/2017;
PI0411-2013;FACULDADE DE FARMACIA;DESENVOLVIMENTO DE FORMULAÇÕES COSMÉTICAS CONTENDO ÓLEOS VEGETAIS DO CERRADO E AVALIAÇÃO DO SEU POTENCIAL FOTOPROTETOR.;Ciências da Saúde - Farmácia - Farmacotecnia;Tipo de vínculo desconhecido;não;não;DANIELLE GUIMARAES ALMEIDA DINIZ (DOCENTE - Coordenador), EMÍLIO RAMOS CINTRA (EXTERNO - Colaborador), LORENA MAIONE SILVA (EXTERNO - Colaborador), LUIS ANTONIO DANTAS SILVA (EXTERNO - Colaborador), MARIA TERESA FREITAS BARA (DOCENTE - Vice-coodernador);EM ANDAMENTO (Documentos Conferidos);21/03/2017;01/03/2013 a 31/12/2020;
PI02521-2013;INSTITUTO DE QUIMICA;Desenvolvimento de Materiais Catalíticos para Reações de Interesse Industrial;Ciências Exatas e da Terra - Química - Química Orgânica - Polímeros e Colóides, Ciências Exatas e da Terra - Química - Físico-Química - Cinética Química e Catálise;Com Programa de Pós-graduação da UFG;não;não;DENILSON RABELO (DOCENTE - Coordenador), ROSMANY AIRES CUNHA MARTINS (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);25/04/2018;01/03/2013 a 31/12/2021;
PI0808-2013;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;MONITORAMENTO DE VÍRUS GASTROENTÉRICOS NA REGIÃO CENTRO-OESTE          ;Ciências Biológicas - Microbiologia - Biologia e Fisiologia dos Microorganismos - Virologia;Com Programa de Pós-graduação da UFG;não;sim;DIVINA DAS DORES DE PAULA CARDOSO (DOCENTE - Coordenador), FABIOLA SOUZA FIACCADORI (DOCENTE - Colaborador), FERNANDA CRAVEIRO FRANCO (SERVIDOR - Colaborador), GESSIKA GOMES SOBRINHO (DISCENTE - Colaborador), MENIRA BORGES DE LIMA DIAS E SOUZA (DOCENTE - Vice-coodernador), RAÍSSA LEITE ANDRÉ (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);12/04/2017;31/10/2013 a 30/04/2020;
PV01002-2013;UNID. ACAD. ESP/LETRAS E LINGUISTICA C;Ressonâncias discursivas sobre a linguagem e as línguas em corpora midiáticos e pedagógicos  ;Lingüística, Letras e Artes - Lingüística - Teoria e Análise Lingüística;Com Grupo de Pesquisa;não;não;ERISLANE RODRIGUES RIBEIRO (DOCENTE - Coordenador), GUILHERME CÉSAR DIAS NASCIMENTO (DISCENTE - Colaborador), MAXIMIANO ANTÔNIO PEREIRA (DISCENTE - Colaborador);PENDENTE;17/04/2017;15/01/2013 a 31/12/2021;
PI01238-2013;FACULDADE DE DIREITO;SUJEITOS, TERRITORIALIDADES, PLURALISMO JURÍDICO, PARTICIPAÇÃO E O NOVO CONSTITUCIONALISMO LATINOAMERICANO;Ciências Sociais Aplicadas - Direito - Teoria do Direito - Antropologia Jurídica;Com Programa de Pós-graduação da UFG;não;não;ADENEVALDO TELES JUNIOR (DISCENTE - Colaborador), ADRIANO ERMERSON OLIVEIRA VASCONCELOS (DISCENTE - Colaborador), FABIANA ALMEIDA LINHARES (DISCENTE - Colaborador), FABIANA FERREIRA NOVAES (DISCENTE - Colaborador), FERNANDO ANTONIO DE CARVALHO DANTAS (DOCENTE - Coordenador), GEOVANE TSEREDZE APTSI RE (DISCENTE - Colaborador), JULIANA ADONO DA SILVA (DISCENTE - Colaborador), LEANDRO CAMPELO DE MORAES (DISCENTE - Colaborador), LEOMAR WAINNE XERENTE (DISCENTE - Colaborador), LEONARDO MATHEUS BARNABÉ BATISTA (DISCENTE - Colaborador), MARCUS ABÍLIO GOMES PEREIRA (EXTERNO - Colaborador), MATHEUS FERREIRA MANSO (DISCENTE - Colaborador), NALLIONAY CARDOSO COUTINHO (DISCENTE - Colaborador), SARA CRISTINA ROCHA DOS SANTOS (DISCENTE - Colaborador);EM ANDAMENTO;25/04/2017;01/02/2013 a 31/12/2022;
PI01233-2013;FACULDADE DE FARMACIA;AVALIAÇÃO DA OCORRÊNCIA DE EVENTOS ADVERSOS A MEDICAMENTOS EM PACIENTES PEDIÁTRICOS;Ciências da Saúde - Farmácia;Com Programa de Pós-graduação da UFG;não;sim;ANA CAROLINA FIGUEIREDO MODESTO (SERVIDOR - Colaborador), FLAVIO MARQUES LOPES (DOCENTE - Coordenador), LUNARA TELES SILVA (DISCENTE - Colaborador);PENDENTE;25/04/2017;20/08/2013 a 31/12/2020;
PI0956-2013;INSTITUTO DE QUIMICA;Dispositivos microfluídicos integrados de poliéster-toner (PT) para análises genéticas: Desenvolvimento e aplicações.;Ciências Exatas e da Terra - Química - Química Analítica - Instrumentação Analítica;Sem Vínculo (Projeto Isolado);não;não;ALEXANDRE MELO BAILAO (DOCENTE - Colaborador), EMANUEL CARRILHO (EXTERNO - Colaborador), FABIOLA SOUZA FIACCADORI (DOCENTE - Colaborador), GABRIELA RODRIGUES MENDES DUARTE (DOCENTE - Coordenador), GEOVANA DE MELO MENDES (DISCENTE - Colaborador), PAULO FELIPE NEVES ESTRELA (DISCENTE - Colaborador), RENATA PEREIRA BATISTA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);16/04/2017;01/02/2013 a 31/12/2023;
PI01253-2013;FACULDADE DE EDUCACAO;O campo conceitual da síntese psíquica: análise teórica e gênese histórica na psicologia histórico-cultural;Ciências Humanas - Psicologia - Fundamentos e Medidas da Psicologia - História, Teorias e Sistemas em Psicologia;Com Programa de Pós-graduação da UFG;não;não;ALCIANE BARBOSA MACEDO PEREIRA (EXTERNO - Colaborador), ANA CAROLINA DE LIMA BOVO (DISCENTE - Colaborador), ANA PAULA KUNZLER (DISCENTE - Colaborador), DIEGO BRAGA MELO (DISCENTE - Colaborador), GISELE TOASSA (DOCENTE - Coordenador), ISANA RODRIGUES BRAZ (DISCENTE - Colaborador), PABLINY MARQUES DE AQUINO (DISCENTE - Colaborador), PRISCILLA MENESCAL VIEIRA DOS SANTOS (DISCENTE - Colaborador), RAFAEL DE ALMEIDA MOTA (DISCENTE - Colaborador), RAMON MARCELINO RIBEIRO JÚNIOR (DISCENTE - Colaborador), WANDERSON BARRETO (DISCENTE - Colaborador), YASMIN CAROLINA RIBEIRO SILVA (DISCENTE - Colaborador);EM ANDAMENTO;26/04/2017;24/07/2013 a 31/07/2019;
PI0645-2013;FACULDADE DE INFORMAÇÃO E COMUNICAÇÃO;COMUNICAÇÃO E REPRESENTAÇÕES SOCIAIS: OS GRUPOS MINORITÁRIOS E A MEDIATIZAÇÃO DAS DESIGUALDADES.;Ciências Sociais Aplicadas - Comunicação - Relações Públicas e Propaganda;Com Programa de Pós-graduação da UFG;não;não;ANA CLARA MARQUES DE OLIVEIRA (DISCENTE - Colaborador), DAVI APARECIDO LEITE (DISCENTE - Colaborador), JANAINA VIEIRA DE PAULA JORDAO (DOCENTE - Coordenador), KAREN MUZANY PEREIRA DIAS BARBOSA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);05/04/2017;09/09/2013 a 31/12/2023;
PI01254-2013;UNID. ACAD. ESP/GEOGRAFIA - CATALAO;ATLAS GEOGRÁFICO ESCOLAR: EDUCAÇÃO CARTOGRÁFICA NAS SÉRIES INICIAIS DO ENSINO FUNDAMENTAL NO MUNICÍPIO DE CATALÃO (GO);Ciências Humanas - Geografia - Geografia Regional - Análise Regional;Sem Vínculo (Projeto Isolado);não;não;JOAO DONIZETE LIMA (DOCENTE - Coordenador), KEROLEINNY KARINY DA ROCHA REIS (DISCENTE - Colaborador), ODELFA ROSA (EXTERNO - Vice-coodernador), ROBERIO FRANCISCO DE MACEDO (DISCENTE - Colaborador);EM ANDAMENTO;26/04/2017;01/08/2013 a 31/12/2020;
PI01506-2013;FACULDADE DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA;ESTRATÉGIAS E PRÁTICAS DE GESTÃO E MENSURAÇÃO DE CUSTOS EM EMPRESAS QUE ATUAM NO BRASIL;Ciências Sociais Aplicadas - Administração - Ciências Contábeis;Com Programa de Pós-graduação da UFG;não;não;ÁRLEN MACHADO DE OLIVEIRA (DISCENTE - Colaborador), CLEBER ROBERTO DE SENA VELOSO (DISCENTE - Colaborador), JULIO ORESTES DA SILVA (DOCENTE - Coordenador), LAIANY VIEIRA DE SOUZA (DISCENTE - Colaborador), PEDRO LUCAS CARVALHO DIAS (DISCENTE - Colaborador), THAISA RENATA DOS SANTOS (DISCENTE - Colaborador), THAYNÃ GERALDO DO NASCIMENTO CAETANO (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);30/12/2017;04/09/2013 a 31/12/2018;
PV01421-2013;UNID. ACAD. ESP/QUIMICA - CATALAO;MODELAGEM COMPUTACIONAL DE MATERIAIS VISCOELÁSTICO;Ciências Exatas e da Terra - Física - Física Geral - Física Estatística e Termodinâmica;Tipo de vínculo desconhecido;não;não;JULIO SANTIAGO ESPINOZA ORTIZ (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);01/04/2019;24/06/2013 a 21/12/2018;
PI0112-2013;INSTITUTO DE CIENCIAS BIOLOGICAS;Indicadores bioquímicos do fenômeno de endurecimento de feijão carioca durante o armazenamento;Ciências Biológicas - Bioquímica - Química de Macromoléculas, Ciências Agrárias - Ciência e Tecnologia de Alimentos - Ciência de Alimentos - Química, Física, Fisico-Química e Bioquímica dos Alim. e das Mat-Primas Alimentares;Com Programa de Pós-graduação da UFG;não;não;KARLA DE ALELUIA BATISTA (EXTERNO - Colaborador), KATIA FLAVIA FERNANDES SILVA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);21/02/2017;03/03/2013 a 05/03/2020;
PI0191-2013;FACULDADE DE FARMACIA;CARACTERIZAÇÃO DOS ATENDIMENTOS REALIZADOS PELO LABORATÓRIO CLÍNICO DO HOSPITAL DAS CLÍNICAS DA UNIVERSIDADE FEDERAL DE GOIÁS;Ciências da Saúde - Saúde Coletiva - Saúde Pública;Sem Vínculo (Projeto Isolado);não;sim;KEILA CORREIA DE ALCANTARA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);09/03/2017;07/07/2013 a 31/12/2018;
PI01185-2013;UNID. ACAD. ESP/QUIMICA - CATALAO;CONJUGAÇÃO DOS PROCESSOS ELETROQUÍMICO/FOTOCATÁLISE HETEROGÊNEA APLICADOS AO TRATAMENTO DE EFLUENTES ORGÂNICOS ;Ciências Exatas e da Terra - Química - Físico-Química - Eletroquímica;Com Programa de Pós-graduação da UFG;não;não;ANDREIA DANIANE BARBOSA (DISCENTE - Colaborador), LARISSA FERREIRA DA SILVA (DISCENTE - Colaborador), LEONARDO SANTOS ANDRADE (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);20/04/2017;25/02/2013 a 31/08/2020;
PI01348-2013;UNID. ACAD. ESP/QUIMICA - CATALAO;DESENVOLVIMENTO E APLICAÇÃO DETECTORES MINITURIARIZADOS A BASE DE MATERIAIS NANOESTRUTURADOS PARA A DETERMINAÇÃO ELETROQUÍMICA DE NEUROTRANSMISSORES;Ciências Exatas e da Terra - Química - Físico-Química - Eletroquímica;Com Programa de Pós-graduação da UFG;não;sim;ANGÉLIA DUARTE CARNEIRO (DISCENTE - Colaborador), ANTÔNIA CAIXÊTA NETA (DISCENTE - Colaborador), GABRIELA DA COSTA RIBEIRO (DISCENTE - Colaborador), KAMILA PEREIRA DE AMORIM (DISCENTE - Colaborador), LEONARDO SANTOS ANDRADE (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);15/05/2017;21/03/2013 a 31/08/2020;
PI02157-2013;INSTITUTO DE QUIMICA;Fotodegradação de corantes com uso de catalisadores;Ciências Exatas e da Terra - Química - Química Inorgânica;Com Programa de Pós-graduação da UFG;não;não;FERNANDO PEREIRA DE SÁ (EXTERNO - Colaborador), LILIANE MAGALHAES NUNES (DOCENTE - Coordenador), LISIANE CRUZ MENEZES (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);09/11/2017;01/01/2013 a 01/11/2022;
